,availability,avg_rating,brand,color,currency,description,images,name,price,original_price,review_count,scraped_at,url,mock_prices,category,cloth_gender
197,instock,4.9,nike,black/black/white,usa,"the nike brasilia backpack gives you plenty of organized space to keep your gear in check and ready for your next adventure, even if that's just getting to and from school or the gym. the durable design is made to hold up for everyday use. this product is made with at least 50% recycled polyester fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c34d55f6-1caf-4486-99d1-87365103b1e6/brasilia-95-training-backpack-extra-large-30l-kvD81z.png']",nike brasilia 9.5,52.0,52.0,145,2023-12-16 12:11:11,https://www.nike.com/t/brasilia-95-training-backpack-extra-large-30l-kvD81z/DM3975-010,55.54~43.8~45.49~64.44~56.78,,
198,instock,4.9,nike,luminous green/white,usa,"a classic mid-depth cap with plenty of styling options, this nike club cap comes in smooth cotton twill that has a soft wash for easy comfort from day 1. the precurved bill lends itself to casual styling, and the adjustable back-strap lets you find the right fit.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/27a9b2fb-4a1d-42dc-b402-6f27e18baea1/club-unstructured-futura-wash-cap-77d39b.png']",nike club,19.97,26.0,15,2023-12-16 12:11:19,https://www.nike.com/t/club-unstructured-futura-wash-cap-77d39b/FB5368-331,25.98~13.19~17.14~21.56~21.91,,
199,instock,5.0,nike,platinum violet/white,usa,"when your outfit needs that final touch, that last pop of color to pull everything together, the nike club cap answers the call. a classic 6-panel layout and soft, unstructured design brings casual comfort you can rock all day. don't think twice—just do it.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/96a5bed5-91f2-4df7-8bca-df3fc58c24e3/club-unstructured-jdi-cap-Xr7txF.png']",nike club,28.0,28.0,4,2023-12-16 12:11:28,https://www.nike.com/t/club-unstructured-jdi-cap-Xr7txF/FB5370-019,30.99~23.39~32.79,,
200,instock,5.0,nike,black,usa,"grab your clubs and hit the green no matter the weather. these gloves have thermal technology that helps to manage your body's heat, keeping you warm in the cold. the durable suede palm helps to improve your grip on your club even when it's raining. need to send a quick text? we've got you covered with touchscreen-compatible fingers to keep you connected.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/98220fa8-afd5-4ee5-aece-c29af8ab4a68/therma-fit-golf-gloves-MZ0GFz.png']",nike therma-fit,30.0,30.0,1,2023-12-16 12:11:36,https://www.nike.com/t/therma-fit-golf-gloves-MZ0GFz/N1006787-069,28.54~27.24~30.65,,
201,instock,0.0,nike,black,usa,"cold weather is no problem for those dedicated to being on the course. thermal technology helps to manage your body's warmth during those chilly days driving the cart, while the cinched wrist design helps to keep all that warmth inside the mitt. need to store the cart keys? use the zippered pouch on the top to find them quick when you're moving to the next hole.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/22f0e1fb-9603-45c6-8caf-9b06225ca218/therma-fit-golf-cart-mitts-vrPmvr.png']",nike therma-fit,50.0,50.0,0,2023-12-16 12:11:44,https://www.nike.com/t/therma-fit-golf-cart-mitts-vrPmvr/N1006791-069,46.29~85.39~63.78~52.99,,
202,instock,4.8,nike,black/black/white,usa,"the nike brasilia duffel bag keeps all your training gear—and more—at hand. a side compartment stores shoes separately, while inner and outer pockets help you stay organized. use it for a trip to the gym or away for the weekend. we've got you covered. this product is made with at least 65% recycled polyester fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/fc7c08dd-dccc-43db-8b94-31ca406347b9/brasilia-95-training-duffel-bag-large-95l-N3dD2G.png']",nike brasilia 9.5,52.0,52.0,52,2023-12-16 12:11:53,https://www.nike.com/t/brasilia-95-training-duffel-bag-large-95l-N3dD2G/DO9193-010,64.19~51.28~48.79~49.18,,
203,instock,4.6,nike,mokey mauve/black/metallic silver,usa,"hit the gym with the duffel bag made to hold all your gear. the ventilated side compartment separates your smelly shoes from your post-sweat-sesh clothes. get quick access to your phone or keys with the zippered front pocket when you're on the go. toss it in your locker, next to the power rack and, when you're done, in your car—the coated bottom helps shield your things from bumps, scrapes and spills.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/b772b9d6-ef70-49b0-9c54-328cf5779cd7/brasilia-training-duffel-bag-small-41l-nZq8Xx.png']",nike brasilia,37.0,37.0,22,2023-12-16 12:12:02,https://www.nike.com/t/brasilia-training-duffel-bag-small-41l-nZq8Xx/DM3976-208,39.2~38.19~36.2,,
204,instock,4.8,nike,white/anthracite/black,usa,"from the gym, to the trail, to the course—this nike fly cap is ready for it all. the 5-panel low-depth design features stretchy, sweat-wicking fabric that will keep you fresh through every move. its unstructured crown and curved bill are made for immediate comfort so you can focus on tackling your goals ahead.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c635f12e-a92e-41a6-9f27-15a9fbd7af10/dri-fit-fly-unstructured-swoosh-cap-c4Q0cW.png']",nike dri-fit fly,23.97,28.0,8,2023-12-16 12:12:10,https://www.nike.com/t/dri-fit-fly-unstructured-swoosh-cap-c4Q0cW/FB5624-100,26.0~34.25~26.66~25.55,,
205,instock,5.0,nike,bronzine/coconut milk,usa,our nike fly cap is a low-profile design made to sit snug on your head for easy wear through your day’s activities. this version is made with durable ripstop and a webbing backstrap for easy comfort that lasts.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/7b5b9437-ea38-4ce3-9ad2-fcfe44d7fe33/fly-unstructured-futura-cap-L2mRCG.png']",nike fly,23.97,28.0,2,2023-12-16 12:12:18,https://www.nike.com/t/fly-unstructured-futura-cap-L2mRCG/FB5366-716,19.66~24.69~23.13~15.19,,
206,instock,4.3,nike,black/black/black,usa,"families come in all forms. no matter what your family looks like, this backpack has everything you need to take care of them. meet the nike (m) diaper bag, a 2-mode backpack and shoulder bag designed for modern parents on the go. need a ton of organizational pockets inside for storage? check. how about an easy-to-clean surface inside? it's got that too. there's even an insulated pouch for snacks or bottles. this bag has a parent's needs in mind, making your family outings less stressful and your adventures more enjoyable.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e12da19d-0470-41be-963b-7de96de7b5bd/m-convertible-diaper-bag-maternity-25l-QLvDt6.png']",nike (m),152.0,152.0,7,2023-12-16 12:12:28,https://www.nike.com/t/m-convertible-diaper-bag-maternity-25l-QLvDt6/DR6083-010,144.77~144.56~129.61~170.93~137.94,,
207,instock,5.0,nike,black/black/white,usa,"meet the backpack that delivers both on and off the court. it's got plenty of room to store all of your game-day gear, including pockets for all the small items you can't succeed without. between the padded shoulder straps, a comfortable padded back panel and the stabilizing chest strap, carrying this backpack to practice, the game or work is effortless.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/6793b7a8-2a9f-4fe9-9a9a-5bb10ca39b9c/hoops-elite-backpack-32l-KD7Dzw.png']",nike hoops elite,78.97,92.0,4,2023-12-16 12:12:36,https://www.nike.com/t/hoops-elite-backpack-32l-KD7Dzw/FB2823-010,40.12~24.43~101.47~72.27~57.08,,
208,instock,0.0,nike,black,usa,"stay warm during those chilly morning runs. thermal technology helps to manage your body's natural heat in the cold, while the tech fleece is warm without adding any weight or bulk. cold ears are a thing of the past—the additional ear coverage adds extra warmth.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/878bc9b4-78e4-4e8c-9d51-6edd0b419f70/therma-fit-tech-fleece-headband-2K1Nz6.png']",nike therma-fit tech fleece,24.0,24.0,0,2023-12-16 12:12:44,https://www.nike.com/t/therma-fit-tech-fleece-headband-2K1Nz6/N1009495-096,31.67~28.49~22.11~25.94,,
209,instock,4.8,nike,white/black,usa,"open the doors for the club cap. the structured, mid-depth crown keeps you feeling comfortable and secure. sweat-wicking fabric helps keep you dry and a tri-glide closure makes sure you’re set to go from 1 activity to the next with a fit that’s just right.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c228389f-c096-4559-a493-41f77d5961d4/dri-fit-club-structured-swoosh-cap-kxvJ3j.png']",nike dri-fit club,22.97,26.0,5,2023-12-16 12:12:53,https://www.nike.com/t/dri-fit-club-structured-swoosh-cap-kxvJ3j/FB5625-100,25.91~34.29~24.32~21.42~26.0,,
210,instock,4.8,nike,white/black,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/72c6228c-4597-4718-80c6-252c07246557/everyday-plus-cushioned-training-crew-socks-6-pairs-vlRw4Q.png']",nike everyday plus cushioned,28.0,28.0,3651,2023-12-16 12:13:02,https://www.nike.com/t/everyday-plus-cushioned-training-crew-socks-6-pairs-vlRw4Q/SX6897-100,30.39~32.35~34.99~24.6,,
211,instock,4.6,nike,white/black,usa,"power through your workout with the nike everyday cushioned socks. the thick terry sole gives you extra comfort for footdrills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ada74ytdr2plsk1y1ks0/everyday-cushioned-training-crew-socks-6-pairs-dtmKC5.png']",nike everyday cushioned,24.0,24.0,929,2023-12-16 12:13:11,https://www.nike.com/t/everyday-cushioned-training-crew-socks-6-pairs-dtmKC5/SX7666-100,19.48~26.53~23.85~25.45,,
212,instock,4.7,nike,white/black,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0bc5261e-8831-41bf-aabb-b6bf477a6638/everyday-plus-cushioned-training-ankle-socks-6-pairs-xql9Hn.png']",nike everyday plus cushioned,28.0,28.0,1014,2023-12-16 12:13:19,https://www.nike.com/t/everyday-plus-cushioned-training-ankle-socks-6-pairs-xql9Hn/SX6899-100,25.8~26.39~25.63,,
213,instock,4.7,nike,white/black,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/402babc5-e333-47d2-b940-0fedf6bc8b0d/everyday-plus-cushioned-training-crew-socks-3-pairs-kt8drs.png']",nike everyday plus cushioned,22.0,22.0,404,2023-12-16 12:13:27,https://www.nike.com/t/everyday-plus-cushioned-training-crew-socks-3-pairs-kt8drs/SX6888-100,18.88~27.26~20.35,,
214,instock,4.8,nike,black/white/white,usa,"the nike elite crew basketball socks offer a supportive fit and feel thanks to an arch band, while zonal cushioning helps absorb impact as you run the court.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0a6d3259-2aa0-4b81-914b-3f85b0a976ac/elite-crew-basketball-socks-zGJxZD.png']",nike elite crew,16.0,16.0,293,2023-12-16 12:13:35,https://www.nike.com/t/elite-crew-basketball-socks-zGJxZD/SX7622-013,18.74~16.94~8.3~25.15~13.05,,
215,instock,4.5,nike,black/white,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/031971fd-95ea-4e4c-a4f3-0e704964655d/everyday-plus-cushioned-training-no-show-socks-6-pairs-XXM9xm.png']",nike everyday plus cushioned,28.0,28.0,264,2023-12-16 12:13:44,https://www.nike.com/t/everyday-plus-cushioned-training-no-show-socks-6-pairs-XXM9xm/SX6898-010,33.56~24.53~25.82,,
216,instock,4.4,nike,black/white,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/40934dfc-0af5-4bfc-abfa-2a67b50d49d8/everyday-plus-cushioned-training-ankle-socks-3-pairs-QrMX1x.png']",nike everyday plus cushioned,22.0,22.0,116,2023-12-16 12:13:54,https://www.nike.com/t/everyday-plus-cushioned-training-ankle-socks-3-pairs-QrMX1x/SX6890-010,8.77~24.14~23.15~23.75~22.85,,
217,instock,5.0,nike,multi-color,usa,"with sweat-wicking technology that helps to keep your feet feeling dry and comfortable, these socks have cushioning on the forefoot and heel to add extra comfort during that last mile or final rep.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/b7d64bd7-cae4-4ba9-bdfa-8e532ec53b46/everyday-plus-cushioned-crew-socks-3-pairs-Q4WFXB.png']",nike everyday plus,18.97,22.0,3,2023-12-16 12:14:03,https://www.nike.com/t/everyday-plus-cushioned-crew-socks-3-pairs-Q4WFXB/FB9948-905,15.08~21.17~23.19~21.95~19.05,,
218,instock,4.4,nike,black/anthracite/white,usa,break through your ceiling with the nike everyday max cushioned socks. the thick terry sole gives you extra comfort for foot drills and lifts while high-friction yarns in the footbed reduce slippage.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e3841149-bf2a-481d-8b22-3ca91d355254/everyday-max-cushioned-training-crew-socks-3-pairs-4VTnNbbo.png']",nike everyday max cushioned,24.0,24.0,167,2023-12-16 12:14:11,https://www.nike.com/t/everyday-max-cushioned-training-crew-socks-3-pairs-4VTnNbbo/SX5547-010,25.42~28.62~25.29~24.39,,
219,instock,4.5,nike,black/white,usa,"power through your workout with the nike everyday cushioned socks. the thick terry sole gives you extra comfort for footdrills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/dwec2ykvmssi1uxlpozy/everyday-cushioned-training-ankle-socks-6-pairs-lV502T.png']",nike everyday cushioned,24.0,24.0,415,2023-12-16 12:14:20,https://www.nike.com/t/everyday-cushioned-training-ankle-socks-6-pairs-lV502T/SX7669-010,23.64~27.16~17.65~25.45,,
220,instock,4.4,nike,multi-color,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/43c9b231-0198-4a4d-a4bd-e3d5c28b7eb1/everyday-plus-cushion-training-no-show-socks-3-pairs-N5qMRp.png']",nike everyday plus cushion,22.0,22.0,62,2023-12-16 12:14:28,https://www.nike.com/t/everyday-plus-cushion-training-no-show-socks-3-pairs-N5qMRp/SX6889-964,16.65~17.3~22.03~21.31,,
221,instock,4.5,nike,bright crimson/sail/black,usa,"this is a nike sock. it features sweat-wicking technology that helps keep your feet dry and extra cushioning where you need it. and if you're ever confused about where everything goes, the cheeky graphics are happy to point you in the right direction.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/4aed7194-14fb-4f1e-bec4-a22cf230ce11/everyday-plus-cushioned-crew-socks-1-pair-6wBW6T.png']",nike everyday plus,13.97,16.0,2,2023-12-16 12:14:36,https://www.nike.com/t/everyday-plus-cushioned-crew-socks-1-pair-6wBW6T/FB3272-635,16.89~15.24~14.9~13.76~14.09,,
222,instock,0.0,nike,black/white,usa,"power through your workout with the nike everyday cushioned socks. the thick terry sole gives you extra comfort for footdrills and lifts, while a ribbed arch band wraps your midfoot for a supportive feel.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/hohga0dodx8uo9gr2u1j/everyday-cushioned-training-low-socks-6-pairs-wkQRCT.png']",nike everyday cushioned,24.0,24.0,0,2023-12-16 12:14:45,https://www.nike.com/t/everyday-cushioned-training-low-socks-6-pairs-wkQRCT/SX7672-010,26.21~18.34~19.26,,
223,instock,4.5,nike,white/black/black,usa,"put your best foot forward with the nike sportswear socks. made with soft, stretchy fabric and designed for daily wear, they're durable, breathable and extra comfortable. this product is made with at least 75% recycled polyester fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/1984e5fe-57b3-41af-8f87-98e6d69488e0/sportswear-dri-fit-everyday-essential-crew-socks-3-pairs-J2fbZS.png']",nike sportswear dri-fit everyday essential,22.0,22.0,29,2023-12-16 12:14:53,https://www.nike.com/t/sportswear-dri-fit-everyday-essential-crew-socks-3-pairs-J2fbZS/DX5089-103,16.62~15.38~22.4~20.17,,
224,instock,5.0,nike,particle grey/black,usa,"as wild and outdoorsy as these socks look, they're actually just big softies. their heathered, knit construction offers a trail-ready look and extra-cozy feel perfect for pairing with your favorite sandals, hiking boots and sneakers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c9c49225-4722-45a1-ba7e-7e3c65f377ac/everyday-plus-cushioned-crew-socks-NjsZN8.png']",nike everyday plus cushioned,18.97,22.0,11,2023-12-16 12:15:02,https://www.nike.com/t/everyday-plus-cushioned-crew-socks-NjsZN8/DH3778-073,24.18~20.95~22.6~14.61~23.34,,
225,instock,4.8,nike,black/white,usa,"the nike sportswear everyday essential socks are made with soft, stretchy fabric that molds to your foot for all-day comfort. this product is made with at least 75% recycled polyester fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a0296d89-1080-478f-8463-931ed37e938a/sportswear-everyday-essential-crew-socks-3-pairs-H7K4n7.png']",nike sportswear everyday essential,22.0,22.0,71,2023-12-16 12:15:11,https://www.nike.com/t/sportswear-everyday-essential-crew-socks-3-pairs-H7K4n7/DX5025-010,21.23~22.34~16.09,,
226,instock,4.4,nike,white/wolf grey/black,usa,power through your workout with the nike everyday max cushioned socks. the thick terry sole gives you extra comfort for foot drills and lifts while high-friction yarns in the footbed reduce slippage.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8dee27d2-8cbe-47bc-9542-0e65e2c2ce43/everyday-max-cushioned-training-ankle-socks-3-pairs-3b8Yng.png']",nike everyday max cushioned,24.0,24.0,124,2023-12-16 12:15:19,https://www.nike.com/t/everyday-max-cushioned-training-ankle-socks-3-pairs-3b8Yng/SX5549-100,28.79~22.37~20.87~22.49~24.27,,
227,instock,4.2,nike,black/anthracite/white,usa,"power through your workout with the nike everyday max cushioned socks. the cushioned sole gives you extra comfort for footdrills and weightlifting, while high-friction yarns in the footbed reduce slippage.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d61dcd30-f9d1-45a7-84ad-2a915aacbef0/everyday-max-cushioned-training-no-show-socks-3-pairs-yATYnv1l.png']",nike everyday max cushioned,24.0,24.0,99,2023-12-16 12:15:27,https://www.nike.com/t/everyday-max-cushioned-training-no-show-socks-3-pairs-yATYnv1l/SX6964-010,23.67~24.2~24.25,,
228,instock,4.8,nike,black/white,usa,"your go-to, everyday, soft and reliable socks. sweat-wicking technology keeps your feet cool and dry while a snug arch band feels supportive.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/58e511e9-22ea-4a65-b348-cb99738cf059/jordan-everyday-crew-socks-3-pairs-NMfN9v.png']",jordan,24.0,24.0,49,2023-12-16 12:15:35,https://www.nike.com/t/jordan-everyday-crew-socks-3-pairs-NMfN9v/DX9632-010,26.69~24.13~20.07,,
229,instock,4.8,nike,multi-color,usa,"a true hybrid of style and comfort, the nike everyday plus crew socks are cushioned in key areas to keep you comfortable throughout the day. dri-fit technology and breathable mesh at the top of your foot help keep your feet feeling cool and dry while an arch band provides a snug fit.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c9e5ca0d-831b-4b37-a8f5-a8616a2f9c99/everyday-plus-cushioned-tie-dye-crew-socks-2-pairs-cs7hcq.png']",nike everyday plus,22.0,22.0,142,2023-12-16 12:15:43,https://www.nike.com/t/everyday-plus-cushioned-tie-dye-crew-socks-2-pairs-cs7hcq/DM3407-910,17.32~26.16~23.64~15.97,,
230,instock,4.6,nike,white/black,usa,"the nike everyday plus cushioned socks bring comfort to your workout with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ef3597a8-029e-4479-8ce5-6bf068affede/everyday-plus-cushioned-training-ankle-socks-6-pairs-53sl5D.png']",nike everyday plus cushioned,28.0,28.0,45,2023-12-16 12:15:52,https://www.nike.com/t/everyday-plus-cushioned-training-ankle-socks-6-pairs-53sl5D/SX7042-100,20.68~25.66~24.97~38.39,,
231,instock,4.6,nike,multi-color,usa,these ankle socks will keep you dry and cool with sweat-wicking fabric and breathable ankle panels. they're snug around the arch to give you that extra-supportive feel.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5fb7cd11-e539-468a-b42e-85762e9fb92c/jordan-everyday-ankle-socks-3-pairs-WkQM4k.png']",jordan,24.0,24.0,25,2023-12-16 12:16:01,https://www.nike.com/t/jordan-everyday-ankle-socks-3-pairs-WkQM4k/DX9655-912,25.32~26.74~26.95~25.86,,
232,instock,4.8,nike,white/black/black,usa,the nike elite mid basketball socks have an arch band to give you a supportive fit and feel. targeted cushioning provides padding where your feet touch the ground.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/i1-74f11a14-2daf-405c-b263-84f434192333/elite-mid-basketball-socks-m7MvRc.png']",nike elite mid,16.0,16.0,95,2023-12-16 12:16:09,https://www.nike.com/t/elite-mid-basketball-socks-m7MvRc/SX7625-100,8.94~17.88~12.49~19.28,,
233,instock,5.0,nike,multi-color,usa,"the nike everyday plus cushioned socks bring comfort to your day with extra cushioning under the heel and forefoot and a snug, supportive arch band. sweat-wicking power and breathability up top help keep your feet dry and cool to help push you through that extra set.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/86f12269-305f-456d-b85f-0a440de19b06/everyday-plus-cushioned-crew-socks-3-pairs-Vs62CC.png']",nike everyday plus cushioned,22.0,22.0,5,2023-12-16 12:16:18,https://www.nike.com/t/everyday-plus-cushioned-crew-socks-3-pairs-Vs62CC/DH3822-902,24.96~20.36~16.22~26.02,,
234,instock,5.0,nike,plum eclipse/plum eclipse/anthracite,usa,"meet the backpack made for the person who needs to carry it all. whether it's on a sunny day hike or hiking around campus, you have plenty of space to stay organized while also staying comfortable. multiple zippered pockets complement the spacious main compartment, and both the back and straps are padded for long days on your feet.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/57b0338c-a892-40bb-bd5f-fce61829a8d4/sportswear-rpm-backpack-26l-VMW5kz.png']",nike sportswear rpm,86.97,102.0,1,2023-12-16 12:16:28,https://www.nike.com/t/sportswear-rpm-backpack-26l-VMW5kz/FD7544-291,57.3~89.99~106.45~72.42,,
235,instock,4.7,nike,game royal/black/white,usa,"take your hoops game to the next level. plenty of storage helps keep your gear organized, from its spacious main compartment to the zippered pockets that store your small essentials. what makes it a slam dunk? a chest strap combined with air units for cushioning on the shoulder straps that provide extra comfort, so it's here to game all day.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/370becdd-5347-443d-ba9e-6b3faea3580f/hoops-elite-backpack-32l-l0zSj5.png']",nike hoops elite,87.0,87.0,118,2023-12-16 12:16:36,https://www.nike.com/t/hoops-elite-backpack-32l-l0zSj5/DX9786-480,65.17~122.5~88.91~62.05~144.53,,
236,instock,4.0,nike,guava ice/guava ice/amber br,usa,rock some shimmer and shine throughout your day. a spacious main compartment keeps your essentials close by and a zippered back pocket keeps the most important items like your phone or wallet secure. the adjustable strap allows you to customize your wear for a comfortable carry.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/fda1aca3-06d1-4593-808a-6dcbd088f766/heritage-fanny-pack-3l-7rlmPh.png']",nike heritage,31.97,37.0,2,2023-12-16 12:16:45,https://www.nike.com/t/heritage-fanny-pack-3l-7rlmPh/FB3042-838,48.1~38.75~42.89,,
237,instock,4.7,nike,guava ice/guava ice/amber br,usa,"ready to take work or school, the nike sportswear heritage backpack updates a classic look with smart storage options to keep your electronics stored securely. an internal padded sleeve provides quick access to your laptop while front and side accessories pockets help keep your cords, calculator and phone organized and easy to find. padded shoulder straps and an easy carry haul loop make it easy to grab your gear and go.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/975cba73-7ec6-445b-ae48-6d7291595a32/heritage-eugene-backpack-23l-rMj6CL.png']",nike heritage,36.97,52.0,67,2023-12-16 12:16:54,https://www.nike.com/t/heritage-eugene-backpack-23l-rMj6CL/DB3300-838,41.75~34.52~42.52~30.9,,
238,instock,3.7,nike,iron grey/black/reflect silver,usa,"meet the bag that works as hard as you do. nike storm-fit technology resists elements like wind and water to help keep your gear dry in harsh weather conditions, so you can get after it no matter the season. from the internal laptop sleeve to the secure zippered pocket on the back for small essentials, this backpack is made to keep your gear organized with plenty of space. the adjustable padded shoulder straps and stabilizing chest strap help you stay comfortable sun up to sun down.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e61ecc16-2a3e-46ec-bc13-242ab1a0293a/storm-fit-adv-utility-speed-training-backpack-27l-BXJTSN.png']",nike storm-fit adv utility speed,107.97,127.0,3,2023-12-16 12:17:02,https://www.nike.com/t/storm-fit-adv-utility-speed-training-backpack-27l-BXJTSN/DQ5334-068,95.82~81.54~87.41~118.56~72.28,,
239,instock,5.0,nike,iron grey/black/reflect silver,usa,"your power knows no bounds, and neither does this duffel bag. with a spacious zippered main compartment to store your workout gear, this bag also has plenty of smaller storage options on the front and sides. the bonded zippers help keep the water out, and the weather-resistant technology keeps you going in the harsh weather, so you don't have to slow down through rain, snow or wind.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/376625df-4f44-4665-b412-d7fb797bac24/storm-fit-adv-utility-power-duffel-bag-small-31l-bxjm3V.png']",nike storm-fit adv utility power,86.97,102.0,1,2023-12-16 12:17:11,https://www.nike.com/t/storm-fit-adv-utility-power-duffel-bag-small-31l-bxjm3V/DQ5335-068,74.44~91.6~105.53,,
240,instock,5.0,nike,teal nebula/black/black,usa,"meet the backpack that delivers both on and off the court. it's got plenty of room to store all of your game-day gear, including pockets for all the small items you can't succeed without. between the padded shoulder straps, a comfortable padded back panel and the stabilizing chest strap, carrying this backpack to practice, the game or work is effortless.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/66a4088c-0be7-4ee1-8f26-771a649cf534/hoops-elite-backpack-32l-KD7Dzw.png']",nike hoops elite,78.97,92.0,4,2023-12-16 12:17:21,https://www.nike.com/t/hoops-elite-backpack-32l-KD7Dzw/FB2823-367,67.37~100.48~99.95~87.02~88.67,,
241,instock,4.7,nike,flint grey/black/white,usa,"grab your gear and get going with the nike brasilia backpack. it has plenty of pockets to help you stay organized including a sleeve to fit your laptop, side mesh pockets for water bottles and a zippered pocket on the inside to keep small items secure. this product is made with at least 50% recycled polyester fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a8f4a1a6-25e5-4957-996c-258ead165628/brasilia-95-training-backpack-medium-24l-zz5tL7.png']",nike brasilia 9.5,47.0,47.0,57,2023-12-16 12:17:30,https://www.nike.com/t/brasilia-95-training-backpack-medium-24l-zz5tL7/DH7709-026,52.66~55.34~50.95~59.8,,
