,ProductId,availability,avg_rating,brand,color,currency,description,images,name,price,original_price,review_count,scraped_at,url,mock_prices,category,cloth_gender,key_image
68,69,instock,4.8,nike,black/gym red/off noir/white,usa,"with its dress shoe-inspired design, the nike air zoom tiger woods '20 brings a touch of class to the course. revolutionary foam cushions every step and removable spikes deliver the grip you need to fully power through every shot.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/fc681602-0d3f-455b-9f5b-f277738bc6ea/air-zoom-tiger-woods-20-mens-golf-shoes-bbK6jF.png']",nike air zoom tiger woods '20,136.97,150,89,2023-12-16 11:50:33,https://www.nike.com/t/air-zoom-tiger-woods-20-mens-golf-shoes-bbK6jF/CI4510-001,121.68~104.7~179.4~91.52~118.53,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/fc681602-0d3f-455b-9f5b-f277738bc6ea/air-zoom-tiger-woods-20-mens-golf-shoes-bbK6jF.png"
69,70,instock,0.0,nike,white/metallic gold/malachite/white,usa,"michael jordan's game-winning classic from the mid-'90s returns—and this time it's built for golf. the jordan xii g updates the famous, rising sun-inspired stitch lines and quilted-like upper with an incredibly grippy outsole, and 7 gold spikes.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2e8a74e8-b5aa-458d-b0c3-ff074b8adfde/jordan-xii-g-golf-shoes-CGgPLs.png']",jordan xii g,220.0,220,0,2023-12-16 11:50:42,https://www.nike.com/t/jordan-xii-g-golf-shoes-CGgPLs/DM0106-117,229.3~284.29~197.16~318.19~183.47,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2e8a74e8-b5aa-458d-b0c3-ff074b8adfde/jordan-xii-g-golf-shoes-CGgPLs.png"
70,71,instock,0.0,nike,light smoke grey/white/signal blue/black,usa,"lower to the court and loaded with speed components, the vapor 11 attack helps you play at a fast pace with enough support to help keep you bobbing and weaving for sets on end. mainstays like the molded plastic sidewall and breathable upper complement a durable, quick-moving design that you’ve come to know and love.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/169a4b67-e385-41b5-bf0f-12339b3e9883/nikecourt-air-zoom-vapor-11-attack-mens-hard-court-tennis-shoes-Rqwv3l.png']",nikecourt air zoom vapor 11 attack,190.0,190,0,2023-12-16 11:50:51,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-attack-mens-hard-court-tennis-shoes-Rqwv3l/FN2152-001,174.95~231.56~233.23~176.2~178.95,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/169a4b67-e385-41b5-bf0f-12339b3e9883/nikecourt-air-zoom-vapor-11-attack-mens-hard-court-tennis-shoes-Rqwv3l.png"
71,72,instock,0.0,nike,black/deep jungle/clear jade ii/multi-color,usa,"lower to the court and loaded with speed components, the vapor 11 attack helps you play at a fast pace with enough support to help keep you bobbing and weaving for sets on end. mainstays like the molded plastic sidewall and breathable upper complement a durable, quick-moving design that you’ve come to know and love. to top it off, we gave this look a multicolor design, that's sure to help your game steal the spotlight.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e44a6fb0-ce18-494a-a5d5-2c7710b37c01/nikecourt-air-zoom-vapor-11-attack-prm-mens-hard-court-tennis-shoes-zlmLvW.png']",nikecourt air zoom vapor 11 attack prm,135.97,180,0,2023-12-16 11:51:00,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-attack-prm-mens-hard-court-tennis-shoes-zlmLvW/FD6693-001,60.96~92.38~153.19~118.89,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e44a6fb0-ce18-494a-a5d5-2c7710b37c01/nikecourt-air-zoom-vapor-11-attack-prm-mens-hard-court-tennis-shoes-zlmLvW.png"
72,73,instock,0.0,nike,black/deep jungle/clear jade/multi-color,usa,"for the rally that won’t relent or the marathon match that must end in your favor, go with the vapor pro 2. we brought back all the elements you enjoyed in the original pro: the low-to-the-ground design and the springy zoom air cushioning that helps you break from baseline to baseline, with that familiar vapor comfort that helps keep you fresh on unforgiving surfaces. to top it off, we gave this look a multicolor glow that's sure to help your game steal the spotlight.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/7eec1fab-c628-44f3-aeff-f9d08d97b031/nikecourt-air-zoom-vapor-pro-2-premium-mens-hard-court-tennis-shoes-fJhzp5.png']",nikecourt air zoom vapor pro 2 premium,105.97,140,0,2023-12-16 11:51:09,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-premium-mens-hard-court-tennis-shoes-fJhzp5/FD6692-001,100.06~117.51~100.56~105.61,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/7eec1fab-c628-44f3-aeff-f9d08d97b031/nikecourt-air-zoom-vapor-pro-2-premium-mens-hard-court-tennis-shoes-fJhzp5.png"
73,74,instock,0.0,nike,black/metallic silver/deep jungle/metallic silver,usa,"simple, but sleek. subtle yet studded out with playability, speed and support. the vapor lite 2 is ready for the court right out of the box and offers comfort for the players who like to do it all. with a familiar, super-comfortable underfoot feeling, they can help you hammer that volley at the net and stay mobile during a long rally with optimal traction. once your session is complete, it’s comfortable enough to wear walking off the court into wherever your day leads next. to top it off, we gave this look a multicolor glow that's sure to help your game steal the spotlight.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/4b658a55-7aa5-4de3-8737-b08f1b234c10/nikecourt-vapor-lite-2-premium-mens-hard-court-tennis-shoes-CM46Wl.png']",nikecourt vapor lite 2 premium,71.97,95,0,2023-12-16 11:51:17,https://www.nike.com/t/nikecourt-vapor-lite-2-premium-mens-hard-court-tennis-shoes-CM46Wl/FD6691-001,79.02~75.72~85.56,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/4b658a55-7aa5-4de3-8737-b08f1b234c10/nikecourt-vapor-lite-2-premium-mens-hard-court-tennis-shoes-CM46Wl.png"
74,75,instock,4.3,nike,white/action green/light lemon twist/black,usa,"innovated to withstand your toughest matches, this updated design puts flexible, durable materials exactly where they're needed most. signature rafael nadal details let you rep your favorite player while you run the court.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a9bf7718-6218-4f2f-b412-b9f8ee606afe/nikecourt-zoom-vapor-cage-4-rafa-mens-hard-court-tennis-shoes-dMxMqL.png']",nikecourt zoom vapor cage 4 rafa,120.97,160,38,2023-12-16 11:51:26,https://www.nike.com/t/nikecourt-zoom-vapor-cage-4-rafa-mens-hard-court-tennis-shoes-dMxMqL/DD1579-105,141.38~113.29~124.98,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a9bf7718-6218-4f2f-b412-b9f8ee606afe/nikecourt-zoom-vapor-cage-4-rafa-mens-hard-court-tennis-shoes-dMxMqL.png"
75,76,instock,4.5,nike,white/lime blast/team red,usa,"validated by the greats of the game, the vapor 11 is back and better than ever. lower to the court and loaded with speed components, it helps you play at a fast pace with enough support to keep you bobbing and weaving for sets on end. mainstays like the ultra-trusted molded sidewall and breathable upper complement a durable, quick-moving design that you’ve come to know and love.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/18d4c326-fe9b-4c23-998f-1955550220ce/nikecourt-air-zoom-vapor-11-mens-hard-court-tennis-shoes-jdHWL8.png']",nikecourt air zoom vapor 11,127.97,170,10,2023-12-16 11:51:35,https://www.nike.com/t/nikecourt-air-zoom-vapor-11-mens-hard-court-tennis-shoes-jdHWL8/DR6966-104,139.1~130.31~134.33~153.43,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/18d4c326-fe9b-4c23-998f-1955550220ce/nikecourt-air-zoom-vapor-11-mens-hard-court-tennis-shoes-jdHWL8.png"
76,77,instock,0.0,nike,coconut milk/gum light brown/sesame/volt,usa,"tennis matches are fast, fierce and long. naomi osaka's shoe combines a responsive zoom air unit with zones of durability to help you stay fresh longer. after removing as much weight as we could without sacrificing durability, we also made sure this lightweight design was very comfortable. thanks to a plush collar and breathable mesh, you get the cool, cushioned feel you love so you can focus on playing at your best.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2f3ddd69-54d5-4cd4-87cd-132bb84acbf9/nikecourt-air-zoom-gp-turbo-osaka-womens-hard-court-tennis-shoes-ZdfLR2.png']",nikecourt air zoom gp turbo osaka,136.97,160,0,2023-12-16 11:51:43,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-osaka-womens-hard-court-tennis-shoes-ZdfLR2/FB7076-100,158.0~85.2~175.94~187.49,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2f3ddd69-54d5-4cd4-87cd-132bb84acbf9/nikecourt-air-zoom-gp-turbo-osaka-womens-hard-court-tennis-shoes-ZdfLR2.png"
77,78,instock,5.0,nike,black/siren red/racer blue/vivid sulfur,usa,"get all dressed up just to go down to the bodega in this special naomi osaka gp turbo. with sweet, scrumptious nods to some of naomi’s favorite snack spots, both near and far, this grab-and-go look will leave you licking your fingers. subtle odes to her distinctive style and illustrious career accentuate a design worthy of the center-court spotlight. made for hard courts, where naomi crafted a ferocious, fast-paced game, it combines a responsive zoom air unit with zones of durability to help you stay fresh longer.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a33d7d02-80ad-4c21-b387-e5c798f52ff5/nikecourt-air-zoom-gp-turbo-naomi-osaka-premium-womens-hard-court-tennis-shoes-FqSKTW.png']",nikecourt air zoom gp turbo naomi osaka premium,127.97,150,3,2023-12-16 11:51:52,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-naomi-osaka-premium-womens-hard-court-tennis-shoes-FqSKTW/FN5714-001,108.87~144.03~151.66~116.23,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a33d7d02-80ad-4c21-b387-e5c798f52ff5/nikecourt-air-zoom-gp-turbo-naomi-osaka-premium-womens-hard-court-tennis-shoes-FqSKTW.png"
78,79,instock,4.8,nike,white/team red/lime blast,usa,"for the rally that won’t relent or the marathon match that must end in your favor, go with the vapor pro 2. we brought back all the elements you enjoyed in the original pro: the low-to-the-ground design and the springy zoom air cushioning that helps you break from baseline to baseline, with that familiar vapor comfort that helps keep you fresh on unforgiving surfaces.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c7ff10ff-8402-42f3-9bac-1e6054f063fc/nikecourt-air-zoom-vapor-pro-2-mens-hard-court-tennis-shoes-C8Kr3c.png']",nikecourt air zoom vapor pro 2,97.97,130,10,2023-12-16 11:52:01,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-mens-hard-court-tennis-shoes-C8Kr3c/DR6191-104,94.82~109.38~108.87~112.52,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c7ff10ff-8402-42f3-9bac-1e6054f063fc/nikecourt-air-zoom-vapor-pro-2-mens-hard-court-tennis-shoes-C8Kr3c.png"
79,80,instock,5.0,nike,ail/gum light brown/university blue,usa,"when it’s match point, lace up in this vapor 9.5, with a clean, classic look, and put the win away. inspired by our heritage in nike tennis, this shoe has special details that remind us of where we started. a woven tongue label, suede hits and premium leather conjure up images of the sport’s golden era: wooden rackets, sweat-soaked headbands and blowout hairdos.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a6665065-535e-48b0-af6d-3d8baeb5ab7b/nikecourt-air-zoom-vapor-95-tour-leather-mens-tennis-shoes-vcmbJj.png']",nikecourt air zoom vapor 9.5 tour leather,138.97,180,4,2023-12-16 11:52:12,https://www.nike.com/t/nikecourt-air-zoom-vapor-95-tour-leather-mens-tennis-shoes-vcmbJj/FJ1683-100,154.52~90.51~87.44,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a6665065-535e-48b0-af6d-3d8baeb5ab7b/nikecourt-air-zoom-vapor-95-tour-leather-mens-tennis-shoes-vcmbJj.png"
80,81,instock,0.0,nike,hot punch/volt/white/racer blue,usa,"etch your name into greatness with the vapor 9.5 tour. it has a breathable mesh upper that moves with your foot, and a zoom air unit provides stability and a lightweight, responsive feel on the court.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/f67cc77c-dc86-4e74-8765-690ca607ca38/nikecourt-air-zoom-vapor-95-tour-mens-tennis-shoes-lgDSMH.png']",nikecourt air zoom vapor 9.5 tour,130.97,170,0,2023-12-16 11:52:21,https://www.nike.com/t/nikecourt-air-zoom-vapor-95-tour-mens-tennis-shoes-lgDSMH/FB2664-600,106.81~146.06~137.16~124.2,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/f67cc77c-dc86-4e74-8765-690ca607ca38/nikecourt-air-zoom-vapor-95-tour-mens-tennis-shoes-lgDSMH.png"
81,82,instock,4.9,nike,white/black/dark grey/racer blue,usa,"bring mj’s swagger with you from the hardwood to the hard court. inspired by mj’s 2nd slam dunk contest win and subsequent jumpman logo that was birthed from the title, the nike vapor aj3 brings 1 of the sneaker’s world’s most notable sneakers to the tennis sphere. the iconic elephant print, a special request from mj back in 1988, highlights a classic white-and-blue look. it takes everything you love about the nikecourt air zoom vapor x and makes it lighter and more supportive with mj’s touch.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/07e328a8-79d4-4385-ade5-4f69a44db164/nikecourt-air-zoom-vapor-aj3-mens-hard-court-tennis-shoes-ZD64vj.png']",nikecourt air zoom vapor aj3,125.97,180,20,2023-12-16 11:52:31,https://www.nike.com/t/nikecourt-air-zoom-vapor-aj3-mens-hard-court-tennis-shoes-ZD64vj/DV9367-100,107.34~136.99~114.18,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/07e328a8-79d4-4385-ade5-4f69a44db164/nikecourt-air-zoom-vapor-aj3-mens-hard-court-tennis-shoes-ZD64vj.png"
82,83,instock,4.6,nike,cedar/team red/lime blast/white,usa,"get the most out of every step in the nikecourt air zoom nxt. using insights from our top athletes, we added a large zoom air unit for extra bounce and spring when you push off to serve. after removing as much weight as we could without sacrificing durability, we also made sure this incredibly lightweight design was extremely comfortable. thanks to a plush collar and a more linear, angular-shaped mesh and finish, you get the cushioned feel you love so you can focus on playing at your best.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/cf7c93ee-68cb-4dd0-b6b6-ec90ab68ae03/nikecourt-air-zoom-nxt-mens-hard-court-tennis-shoes-RZ86k4.png']",nikecourt air zoom nxt,112.97,150,7,2023-12-16 11:52:40,https://www.nike.com/t/nikecourt-air-zoom-nxt-mens-hard-court-tennis-shoes-RZ86k4/DV3276-600,105.16~90.96~88.47~116.5,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/cf7c93ee-68cb-4dd0-b6b6-ec90ab68ae03/nikecourt-air-zoom-nxt-mens-hard-court-tennis-shoes-RZ86k4.png"
83,84,instock,4.7,nike,team red/team red/white,usa,"simple, but sleek. subtle yet studded out with playability, speed and support. the vapor lite 2 is ready for the court right out of the box and offers comfort for the players who like to do it all. with a familiar, super-comfortable underfoot feeling, they can help you hammer that volley at the net and stay mobile during a long rally with optimal traction. once your session is complete, it’s comfortable enough to wear walking off the court into wherever your day leads next.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d7383e7f-653a-40ca-a3ec-96e63cf69319/nikecourt-vapor-lite-2-mens-hard-court-tennis-shoes-pHrJH2.png']",nikecourt vapor lite 2,63.97,85,3,2023-12-16 11:52:49,https://www.nike.com/t/nikecourt-vapor-lite-2-mens-hard-court-tennis-shoes-pHrJH2/DV2018-600,73.51~42.94~66.69~67.39,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d7383e7f-653a-40ca-a3ec-96e63cf69319/nikecourt-vapor-lite-2-mens-hard-court-tennis-shoes-pHrJH2.png"
84,85,instock,4.0,nike,lime blast/indigo force/noise aqua,usa,"naomi osaka stands up for what she believes in. this special version of the gp turbo shines a light both on her style and her social stances loud and proud. designed for hard courts, where naomi crafted a ferocious, fast-paced game, it combines a responsive zoom air unit with zones of durability to help you stay fresh longer.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/9691f308-8d40-45a0-9611-ac59faa94285/nikecourt-air-zoom-gp-turbo-naomi-osaka-womens-hard-court-tennis-shoes-kd69Xl.png']",nikecourt air zoom gp turbo naomi osaka,119.97,140,1,2023-12-16 11:52:58,https://www.nike.com/t/nikecourt-air-zoom-gp-turbo-naomi-osaka-womens-hard-court-tennis-shoes-kd69Xl/DZ1725-300,134.1~107.3~116.08~156.72,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/9691f308-8d40-45a0-9611-ac59faa94285/nikecourt-air-zoom-gp-turbo-naomi-osaka-womens-hard-court-tennis-shoes-kd69Xl.png"
85,86,instock,2.6,nike,cedar/white/lime blast/team red,usa,"harness the power of your serve in the nikecourt zoom pro. working in tandem with a zoom air unit, it has a full-length plate that acts like a springboard. flexing with every step, it helps enhance energy return and increase stability. with a more linear, angular-shaped mesh and a padded collar, this responsive design also helps keep your feet cool and comfortable during your toughest matches.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/bf3e6e8b-fe2d-4cd7-bbd9-a1bd89b690ac/nikecourt-zoom-pro-mens-hard-court-tennis-shoes-R4HzXz.png']",nikecourt zoom pro,82.97,110,10,2023-12-16 11:53:08,https://www.nike.com/t/nikecourt-zoom-pro-mens-hard-court-tennis-shoes-R4HzXz/DV3278-600,98.79~93.74~81.9,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/bf3e6e8b-fe2d-4cd7-bbd9-a1bd89b690ac/nikecourt-zoom-pro-mens-hard-court-tennis-shoes-R4HzXz.png"
86,87,instock,4.1,nike,black/white,usa,"at 1st glance, the nike zoom court lite 3 looks like a classic tennis shoe. look closer and you’ll find that it’s anything but. with a springy zoom air unit, grippy outsole and an incredibly comfortable, padded collar, it delivers the performance you need to play at your best. we shifted the traditional leather to a cleaner, more minimal finish to help keep you light on your feet.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/6efbce74-ecdc-4c95-8eb7-6b78a952bb3a/nikecourt-air-zoom-lite-3-mens-tennis-shoes-zZtV5H.png']",nikecourt air zoom lite 3,70.0,70,17,2023-12-16 11:53:18,https://www.nike.com/t/nikecourt-air-zoom-lite-3-mens-tennis-shoes-zZtV5H/DV3258-001,60.8~78.17~57.42~67.34~78.54,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/6efbce74-ecdc-4c95-8eb7-6b78a952bb3a/nikecourt-air-zoom-lite-3-mens-tennis-shoes-zZtV5H.png"
87,88,instock,4.0,nike,black/white,usa,"for the rally that won’t relent and the marathon match that must end in your favor, go with the vapor pro 2. we brought back all the elements you enjoyed in the original pro: the low-to-the ground design, the springy zoom air that helps you break from baseline to baseline and that familiar vapor comfort that helps keep you fresh on unforgiving surfaces. we coupled those improvements with our innovative claybreaker technology to help keep you quick on the court.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/898b6276-90b8-418f-a80f-9c0aa9fb6ae0/nikecourt-air-zoom-vapor-pro-2-mens-clay-tennis-shoes-V8hFPz.png']",nikecourt air zoom vapor pro 2,130.0,130,2,2023-12-16 11:53:30,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-mens-clay-tennis-shoes-V8hFPz/DV2020-001,112.45~84.97~122.34,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/898b6276-90b8-418f-a80f-9c0aa9fb6ae0/nikecourt-air-zoom-vapor-pro-2-mens-clay-tennis-shoes-V8hFPz.png"
88,89,instock,4.3,nike,white/sail/gum light brown/light blue,usa,"simple, but sleek. subtle yet studded out with playability, speed and support. the vapor lite 2 is ready for the court right out of the box and offers comfort for the players who like to do it all. with a familiar, super-comfortable underfoot feeling, they can help you hammer that volley at the net and stay mobile during a long rally with optimal traction. once your session is complete, it’s comfortable enough to wear walking off the court into wherever your day leads next.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ae825ca3-4a76-4ade-bf25-dd478e0b1f11/nikecourt-vapor-lite-2-womens-hard-court-tennis-shoes-xF3fQg.png']",nikecourt vapor lite 2,85.0,85,27,2023-12-16 11:53:48,https://www.nike.com/t/nikecourt-vapor-lite-2-womens-hard-court-tennis-shoes-xF3fQg/DV2019-105,83.71~64.2~103.4~39.75,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ae825ca3-4a76-4ade-bf25-dd478e0b1f11/nikecourt-vapor-lite-2-womens-hard-court-tennis-shoes-xF3fQg.png"
89,90,instock,4.7,nike,ea glass/white,usa,"honoring its history in tennis culture, the nike court legacy canvas reinvents a classic with its modern, street-worthy design. made with durable canvas and featuring heritage details, the style nods to those that inspired us all to carry sport and fashion beyond the boundary.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2b47a134-0b21-4546-98fe-36f0debe6e4f/court-legacy-canvas-mens-shoes-0m3bG0.png']",nike court legacy canvas,60.0,60,129,2023-12-16 11:53:57,https://www.nike.com/t/court-legacy-canvas-mens-shoes-0m3bG0/CW6539-005,45.94~84.04~54.49,,,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2b47a134-0b21-4546-98fe-36f0debe6e4f/court-legacy-canvas-mens-shoes-0m3bG0.png"
90,91,instock,5.0,nike,pacific moss,usa,"the nike sportswear long-sleeve t-shirt has a loose fit for a carefree, comfortable look. its heavyweight organic cotton fabric feels thick and soft. a subtle futura logo at the center front offers a signature nike look while a set-on collar ensures a clean, comfortable fit. this product is made with at least 75% organic cotton fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/cb76732a-7261-474b-9bd2-5dae6ffdbdbe/sportswear-premium-essentials-mens-long-sleeve-t-shirt-nb9z1F.png']",nike sportswear premium essentials,50.0,50,6,2023-12-16 11:54:06,https://www.nike.com/t/sportswear-premium-essentials-mens-long-sleeve-t-shirt-nb9z1F/DO7390-307,48.99~51.43~45.9~48.8~38.44,,,
91,92,instock,4.1,nike,dark team red,usa,"the nike sportswear premium essentials t-shirt has a loose fit for a carefree, comfortable look. its heavyweight organic cotton fabric feels thick and soft. this product is made with at least 75% organic cotton fibers.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/41517602-a76d-4cdf-b20b-c2d3b1322c94/sportswear-premium-essentials-mens-t-shirt-mkhTvc.png']",nike sportswear premium essentials,45.0,45,27,2023-12-16 11:54:15,https://www.nike.com/t/sportswear-premium-essentials-mens-t-shirt-mkhTvc/DO7392-619,44.15~52.8~35.38,,,
92,93,instock,4.8,nike,obsidian heather/heather/obsidia,usa,"from weekly errands to workout classes to impromptu meetups with friends, life is a balance. stay active and do it all with the primary top. soft knit fabric (with eyelets for ventilation) helps you feel fresh all day. nike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/e1be50d3-c9e6-40bb-b5d6-8859e15ea377/primary-mens-dri-fit-long-sleeve-versatile-top-2xvPPc.png']",nike primary,60.0,60,24,2023-12-16 11:54:25,https://www.nike.com/t/primary-mens-dri-fit-long-sleeve-versatile-top-2xvPPc/FB8585-473,72.78~59.21~44.56~54.53,,,
93,94,instock,4.1,nike,campfire orange/campfire orange,usa,"run, spin, lift, stretch—no matter where your workout takes you, we have you covered in the sweat-wicking primary top. we designed it to be soft and comfortable, with underarm ventilation to help keep you cool during your reps.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a6d51dd5-d70f-4ff1-8567-a9d47a0a50c9/primary-mens-dri-fit-short-sleeve-versatile-top-XK77j1.png']",nike primary,41.97,55,15,2023-12-16 11:54:35,https://www.nike.com/t/primary-mens-dri-fit-short-sleeve-versatile-top-XK77j1/DV9831-893,44.36~65.01~33.58,,,
94,95,instock,4.2,nike,malachite,usa,the nike sportswear t-shirt sets you up with a soft cotton jersey feel and nike's signature logo embroidered on the chest.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/1b1e3d9b-368f-41c9-9b74-b7f2db189b3e/sportswear-club-mens-long-sleeve-t-shirt-LJ1QzG.png']",nike sportswear club,35.0,35,67,2023-12-16 11:54:48,https://www.nike.com/t/sportswear-club-mens-long-sleeve-t-shirt-LJ1QzG/AR5193-365,35.86~38.47~39.46~34.6~30.1,,,
95,96,instock,4.7,nike,light british ta,usa,the nike sportswear club t-shirt is made with our everyday cotton fabric and a classic fit for a familiar feel right out of the bag. an embroidered futura logo on the chest provides a signature nike look.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c35a5db9-b29f-4923-893e-ded9cdb2c32e/sportswear-club-mens-t-shirt-ShrJfX.png']",nike sportswear club,30.0,30,1244,2023-12-16 11:54:57,https://www.nike.com/t/sportswear-club-mens-t-shirt-ShrJfX/AR4997-281,29.71~27.4~25.18,,,
96,97,instock,0.0,nike,wolf grey,usa,"ja morant is a self-made superstar. away from the spotlight, ja grew up tirelessly working on his game at his homemade backyard court in south carolina. nike celebrates his journey from anonymous to all-star with a signature apparel collection. this sweat-wicking tee is stamped with his logo and a print that pays tribute to ja's community that helped him become one of the most electric players today.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/4e17a5a5-6090-46d7-8ec6-bf0651ed2409/ja-mens-dri-fit-basketball-t-shirt-jmbxGH.png']",ja,45.0,45,0,2023-12-16 11:55:07,https://www.nike.com/t/ja-mens-dri-fit-basketball-t-shirt-jmbxGH/FQ4910-012,45.34~51.04~47.57,,,
97,98,instock,0.0,nike,lime blast/white,usa,"ja morant is a self-made superstar. away from the spotlight, ja grew up tirelessly working on his game on his homemade backyard court in south carolina. from anonymous to all-star, nike celebrates his journey with a signature apparel collection. this breathable, sweat-wicking jersey is light and airy for the court and beyond. stamped with his signature logo, the print honors the community that helped him become one of the most electric players today.","['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/841fae01-0a17-4e65-9f53-a73e7053b88c/ja-mens-dri-fit-dna-basketball-jersey-cgcq1b.png']",ja,75.0,75,0,2023-12-16 11:55:16,https://www.nike.com/t/ja-mens-dri-fit-dna-basketball-jersey-cgcq1b/FN2977-337,78.82~68.27~90.49~86.65,,,
98,99,instock,4.1,nike,light carbon/black,usa,settle in for a long off-road run in the comfort of this sweat-wicking solar chase top. we took insights from outdoor athletes like you to create something light and airy to help you get the most out of your stride when you're chasing the sun.,"['https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/b45b0556-19df-4bdd-ac29-54deb2197e2b/trail-solar-chase-mens-dri-fit-short-sleeve-running-top-S3ZprH.png']",nike trail solar chase,65.0,65,28,2023-12-16 11:55:27,https://www.nike.com/t/trail-solar-chase-mens-dri-fit-short-sleeve-running-top-S3ZprH/DV9305-003,65.9~76.27~68.96~80.46,,,
